Sample.description,cellline,drug,drug_dose,dose,time,X14.3.3.beta.R.V_GBL1033882,X14.3.3.epsilon.M.C_GBL1033928,X14.3.3.zeta.R.V_GBL1033883,X4E.BP1.R.V_GBL1033914,X4E.BP1_pS65.R.V_GBL1033671,X4E.BP1_pT37_T46.R.V_GBL1033672,X53BP1.R.V_GBL1033787,A.Raf.R.V_GBL1033858,ACC_pS79.R.V_GBL1033673,ACC1.R.E_GBL1033674,ACVRL1.R.C_GBL1033834,ADAR1.M.V_GBL1033909,Akt.R.V_GBL1033833,Akt_pS473.R.V_GBL1033793,Akt_pT308.R.V_GBL1033851,AMPK.alpha.R.C_GBL1033675,AMPK.alpha_pT172.R.V_GBL1033676,Annexin.I.M.V_GBL1033912,Annexin.VII.M.V_GBL1033907,AR.R.V_GBL1033738,ARHI.M.C_GBL1033929,ATM.R.V_GBL1033874,ATM_pS1981.R.V_GBL1033875,ATP5H.M.C_GBL1033913,ATR.R.C_GBL1033779,b.Catenin.R.V_GBL1033680,b.Catenin_pT41_S45.R.V_GBL1033855,B.Raf.M.C_GBL1033932,B.Raf_pS445.R.V_GBL1033685,Bad_pS112.R.V_GBL1033677,Bak.R.C_GBL1033678,BAP1.M.V_GBL1033930,Bax.R.V_GBL1033679,Bcl.xL.R.V_GBL1033682,Bcl2.M.V_GBL1033931,Beclin.G.C_GBL1033953,Bid.R.C_GBL1033683,Bim.R.V_GBL1033684,BRCA2.R.C_GBL1033740,c.Jun_pS73.R.V_GBL1033689,c.Kit.R.V_GBL1033690,c.Met.M.QC_GBL1033899,c.Met_pY1234_Y1235.R.V_GBL1033735,c.Myc.R.C_GBL1033885,C.Raf.R.V_GBL1033856,C.Raf_pS338.R.V_GBL1033691,Caspase.7.cleaved.R.C_GBL1033686,Caspase.8.M.QC_GBL1033903,Caveolin.1.R.V_GBL1033687,CD29.M.V_GBL1033911,CD31.M.V_GBL1033933,CD49b.M.V_GBL1033902,CDK1.R.V_GBL1033788,Chk1.M.C_GBL1033910,Chk1_pS345.R.C_GBL1033780,Chk2.M.V_GBL1033889,Chk2_pT68.R.C_GBL1033688,Claudin.7.R.V_GBL1033773,Collagen.VI.R.V_GBL1033877,Complex.II.Subunit.M.V_GBL1033934,Cox.IV.M.C_GBL1033935,Cox2.R.C_GBL1033859,Cyclin.B1.R.V_GBL1033693,Cyclin.D1.R.V_GBL1033878,Cyclin.E1.M.V_GBL1033936,Cyclophilin.F.M.V_GBL1033937,DJ1.R.V_GBL1033777,Dvl3.R.V_GBL1033785,E.Cadherin.R.V_GBL1033835,E2F1.M.V_GBL1033938,eEF2.R.C_GBL1033822,eEF2K.R.V_GBL1033823,EGFR.R.V_GBL1033837,EGFR_pY1068.R.C_GBL1033694,EGFR_pY1173.R.V_GBL1033695,eIF4E.R.V_GBL1033734,eIF4G.R.C_GBL1033840,ER.alpha.R.V_GBL1033879,ER.alpha_pS118.R.V_GBL1033794,ERCC1.M.V_GBL1033939,Ets.1.R.V_GBL1033886,FAK.R.E_GBL1033864,FAK_pY397.R.V_GBL1033863,FASN.R.V_GBL1033852,Fibronectin.R.V_GBL1033958,FoxM1.R.V_GBL1033839,FoxO3a.R.C_GBL1033838,FoxO3a_pS318_S321.R.C_GBL1033796,G6PD.M.V_GBL1033940,Gab2.R.V_GBL1033786,GAPDH.M.C_GBL1033890,GATA3.M.V_GBL1033951,GCN5L2.R.V_GBL1033871,GPBB.R.V_GBL1033868,GSK.3ab.M.V_GBL1033941,GSK.3ab_pS21_S9.R.V_GBL1033797,GSK.3b_pS9.R.V_GBL1033831,Gys.R.V_GBL1033818,Gys_pS641.R.V_GBL1033819,HER2.M.V_GBL1033942,HER2_pY1248.R.C_GBL1033827,HER3.R.V_GBL1033884,HER3_pY1289.R.C_GBL1033736,Heregulin.R.V_GBL1033776,HIAP.R.C_GBL1033783,Histone.H3.R.V_GBL1033869,IGF1R.beta.R.V_GBL1033860,IGFBP2.R.V_GBL1033922,INPP4b.R.V_GBL1033826,IRS1.R.V_GBL1033768,JAB1.M.C_GBL1033943,JNK_pT183_Y185.R.V_GBL1033775,JNK2.R.C_GBL1033799,Lck.R.V_GBL1033800,MAPK_pT202_Y204.R.V_GBL1033801,Mcl.1.R.V_GBL1033861,MDM2_pS166.R.V_GBL1033854,MEK1.R.V_GBL1033802,MEK1_pS217_S221.R.V_GBL1033828,MEK2.R.V_GBL1033866,Merlin.R.C_GBL1033821,MIG6.M.V_GBL1033905,MSH2.M.V_GBL1033900,MSH6.R.C_GBL1033824,mTOR.R.V_GBL1033803,mTOR_pS2448.R.C_GBL1033804,Myosin.11.R.V_GBL1033848,Myosin.IIa_pS1943.R.V_GBL1033853,N.Cadherin.R.V_GBL1033805,N.Ras.M.V_GBL1033944,NAPSIN.A.R.C_GBL1033873,NDRG1_pT346.R.V_GBL1033842,NF.kB.p65_pS536.R.C_GBL1033806,Notch1.R.V_GBL1033825,p16INK4a.R.V_GBL1033865,p21.R.V_GBL1033880,p27.Kip.1.R.V_GBL1033778,p27_pT157.R.C_GBL1033772,p27_pT198.R.V_GBL1033774,p38.alpha.M.V_GBL1033908,p38.R.V_GBL1033807,p38_pT180_Y182.R.V_GBL1033808,p53.R.C_GBL1033956,p70.S6K_pT389.R.V_GBL1033811,p70.S6K1.R.V_GBL1033810,PAI.1.M.V_GBL1033891,PARP.cleaved.M.QC_GBL1033892,PARP1.R.V_GBL1033887,Paxillin.R.C_GBL1033812,PCNA.M.C_GBL1033893,Pdcd.1L1.G.C_GBL1033925,Pdcd4.R.C_GBL1033770,PDGFR.beta.R.V_GBL1033862,PDK1.R.V_GBL1033813,PDK1_pS241.R.V_GBL1033814,PEA.15.R.V_GBL1033789,PEA.15_pS116.R.V_GBL1033790,PI3K.p110.alpha.R.C_GBL1033769,PI3K.p85.R.V_GBL1033815,PKC.alpha.M.V_GBL1033894,PKC.alpha_pS657.R.C_GBL1033816,PKC.beta.II_pS660.R.V_GBL1033846,PKC.delta_pS664.R.V_GBL1033784,PMS2.R.V_GBL1033867,Porin.M.V_GBL1033946,PR.R.V_GBL1033720,PRAS40_pT246.R.V_GBL1033737,PREX1.R.V_GBL1033857,PTEN.R.V_GBL1033722,Rab11.R.E_GBL1033832,Rab25.R.V_GBL1033850,Rad50.M.V_GBL1033904,Rad51.R.V_GBL1033870,Raptor.R.V_GBL1033843,Rb.M.QC_GBL1033895,Rb_pS807_S811.R.V_GBL1033721,RBM15.R.V_GBL1033847,Rictor.R.C_GBL1033844,Rictor_pT1135.R.V_GBL1033845,RSK.R.C_GBL1033739,S6_pS235_S236.R.V_GBL1033723,S6_pS240_S244.R.V_GBL1033724,SCD.M.V_GBL1033945,SETD2.R.QC_GBL1033820,SF2.M.V_GBL1033906,Shc_pY317.R.V_GBL1033791,Smac.M.QC_GBL1033896,Smad1.R.V_GBL1033782,Smad3.R.V_GBL1033743,Smad4.M.V_GBL1033947,Snail.M.QC_GBL1033897,Src.M.V_GBL1033898,Src_pY416.R.C_GBL1033725,Src_pY527.R.V_GBL1033726,Stat3_pY705.R.V_GBL1033727,Stat5a.R.V_GBL1033728,Stathmin.1.R.V_GBL1033733,Syk.M.V_GBL1033948,TAZ.R.V_GBL1033741,TFRC.R.V_GBL1033849,TIGAR.R.V_GBL1033836,Transglutaminase.M.V_GBL1033901,TSC1.R.C_GBL1033841,TTF1.R.V_GBL1033830,Tuberin.R.V_GBL1033729,Tuberin_pT1462.R.V_GBL1033730,TWIST.M.C_GBL1033888,Tyro3.R.V_GBL1033829,UBAC1.R.V_GBL1033872,UGT1A.M.V_GBL1033950,UQCRC2.M.C_GBL1033949,VEGFR.2.R.V_GBL1033731,XRCC1.R.C_GBL1033781,YAP.R.E_GBL1033881,YAP_pS127.R.E_GBL1033742,YB1.R.V_GBL1033732,YB1_pS102.R.V_GBL1033771
2D,HCC1954,726BETi,1.0uM,high,24h,0.03952122,0.038115368,0.298133821,0.058660207,0.457009825,0.124436376,-0.004645221,0.363045879,0.310220283,0.608485904,-0.006457243,-0.220771248,0.36332575,0.239807871,-0.005075218,0.208897774,-0.082576417,0.406353757,0.318333546,-0.057411042,0.023419082,-0.069065069,-0.5023643,-0.039596865,-0.073763104,-0.270024754,-0.180005395,-0.23187491,0.191298227,-0.017329465,-0.059757886,-0.210363243,0.012432217,-0.049970018,-0.009830217,-0.030376853,0.084265273,0.119685221,-0.161442943,0.201195404,-0.044857439,-0.199013989,-0.078394091,-0.317877282,0.029768427,0.012102865,-0.069927719,0.027538057,-1.296681057,-0.072579256,-0.145724966,-0.314660506,-0.247783491,-0.257564058,-0.257903908,0.046020444,-0.024992656,-0.33474569,0.164374287,-0.155459893,0.007814471,-0.908065995,-0.603313097,0.343614084,0.247612225,-0.060251865,0.25658145,0.039031968,-0.093913799,-0.043694116,0.179439398,0.061881486,-0.341290597,0.541387885,0.099932899,0.086043288,-0.234864047,-0.020670917,-0.067344073,0.115494218,-0.144138544,0.156998836,-0.643604077,0.428218997,-0.060782449,-0.707117282,0.083845414,0.082996575,0.307670562,0.11015832,0.176707707,-0.728507805,-0.431688332,-0.006844782,0.205488424,0.140004654,0.092689513,0.292104973,-0.302081886,0.180393141,-0.037713006,-0.319284567,0.149607108,-0.141142608,0.032250666,0.245297444,-0.162812334,0.105990636,-0.138835655,0.04189889,0.000848237,-0.104728711,0.32574551,0.096606699,-0.302951841,0.38956907,-0.115115068,0.299451002,0.120716931,-0.086194144,-0.468238581,-0.042302582,0.101323813,-0.090160548,0.16746736,-0.044387526,0.227452638,0.551101143,-0.036734173,0.097140623,-0.185463048,0.064751608,-0.047953479,-0.133867001,0.047316647,0.804455167,-0.189399696,-0.033865315,-0.049677317,0.134223066,0.120432887,-0.247645881,-0.244353558,-0.196717946,0.212125068,-0.681524844,-0.051942995,0.163389428,-0.009651552,0.012805642,-0.527517103,0.182391743,-0.153288273,0.267473064,0.440441396,-0.022435337,-0.061981443,0.02192103,0.103364228,0.01548537,0.012026485,-0.42330665,-0.258572471,-0.309849952,-0.112166966,-0.222751508,-0.094363183,0.129967043,0.338579706,-0.214375836,-0.118619856,-0.326081324,-0.418360639,-0.039725352,0.047906503,-0.361094142,0.013528352,-0.011624846,0.208799894,0.342026399,-0.148042204,0.019398154,0.249585405,-0.158332837,-0.175045522,0.136762035,0.100246104,-0.040922687,0.003962706,0.037490732,-0.050427687,-0.064788509,0.048574341,0.331396468,-0.521712805,0.285021427,-0.06017269,0.145173657,0.00095457,-0.357647242,0.193435502,0.028702196,0.065036821,-0.713704885,0.380765242,-0.208866996,0.051081036,-0.622563918,0.067463049,-0.199522877,-0.276808855,0.127833527,-0.402411899,-0.040824678,-0.292506535,-0.132660354,-0.20848595
2D,HCC1954,151BETi,1.0uM,high,24h,-0.01181252,0.078923236,0.217679501,0.134233643,0.297650388,0.034030606,0.070572352,0.342750758,0.346696822,0.401287583,0.042508899,-0.150136798,0.405557761,-0.160602247,0.093974927,0.132734731,-0.112837131,0.477368374,0.219751828,-0.059581895,0.036636937,0.089844248,-0.152084923,-0.089928181,-0.071630291,-0.439648285,-0.101020708,-0.016979591,0.197253036,0.01594311,-0.074215747,-0.229125754,0.011920543,-0.115083657,-0.018410595,0.116764629,0.010422158,0.062228283,-0.005054715,0.173140503,0.013915263,-0.190922226,-0.080504177,-0.161523753,0.05262378,-0.005424336,-0.002817607,0.016866116,-1.32814843,-0.076723226,-0.079795897,-0.30791144,-0.12286225,0.065221306,-0.114257712,0.135533316,-0.09218003,-0.150650071,-0.232397863,-0.245028667,0.020293053,-0.863171838,-0.506838048,0.384226588,0.139928961,-0.206264127,0.317799486,0.129756205,-0.457137738,-0.07665111,0.27136493,0.120956898,-0.218304244,0.369389232,-0.0186776,-0.146596185,-0.086684398,-0.138553908,-0.097371779,0.084690847,-0.089594657,0.159334358,-0.469429798,0.453233117,-0.045448317,-0.513831423,0.214528825,0.007603475,0.356533884,0.072723448,0.276280368,-0.59911578,-0.295420196,0.056077046,0.231142665,0.16436098,0.207947513,0.245850582,-0.026110309,-0.245341887,-0.134389259,-0.149428861,-0.031835199,-0.08764577,0.052065287,0.124044617,-0.136349235,0.017632804,0.073481729,0.001842183,0.028656706,-0.05689495,0.325974553,0.010176224,-0.249169307,0.337147505,-0.109073731,0.240287178,0.303954333,-0.015029267,-0.429365382,-0.097767584,0.078090089,-0.006726854,0.064092001,-0.062935586,-0.058273504,0.668625696,-0.014497152,-0.01803043,-0.069133511,0.011927421,0.04758618,-0.205764677,-0.023430403,0.599572565,-0.095734124,-0.029894949,-0.212212562,0.174118851,0.243773423,-0.171064988,-0.124521576,-0.002770239,0.156941493,-0.47881369,-0.024489357,0.053775259,0.107257575,0.167621026,-0.337589822,0.196098962,-0.190332378,0.110553786,0.330700993,0.082974558,-0.05649551,0.057832955,0.075642804,-0.012565746,-0.075742556,-0.371321923,-0.341496246,-0.155453176,-0.139253669,-0.090436527,-0.195442662,0.031818937,0.430388357,-0.257160564,-0.14058246,-0.13198209,-0.045546414,-0.069226279,0.019893423,-0.120718339,-0.223754004,-0.092997742,0.205445208,0.354476969,0.069714599,0.231419608,0.258496394,-0.149500725,-0.028803709,0.169204619,0.006924533,-0.089440045,-0.057431683,0.071702834,-0.132278979,-0.138018288,0.002858176,0.07914272,-0.496521068,0.150181875,0.014344297,0.167295619,-0.053820415,-0.350788679,0.198090423,-0.018129127,0.118057646,-0.566375347,0.38454808,-0.042928151,-0.030561896,-0.601391598,0.103069012,-0.215002875,-0.131895684,0.100784841,-0.140100542,-0.202263292,-0.255931875,0.018583598,-0.09126784
2D,HCC1954,762BETi,1.0uM,high,24h,0.051310483,0.074027955,0.350353873,0.142184915,0.468225302,0.12292854,0.09472398,0.391719967,0.488039951,0.750134166,-0.02196747,-0.286412911,0.37194623,0.088558531,-0.076412049,0.190420352,-0.096231281,0.42719232,0.340464191,-0.02784704,0.061995995,0.013864975,-0.470549496,-0.063066309,-0.015885126,-0.450988183,-0.18499854,-0.24243748,0.307767236,-0.036313364,-0.038231936,-0.181681112,-0.036719878,-0.006004082,0.014286666,-0.058823776,0.073681621,-0.058308539,-0.097056502,-0.010605381,-0.053611613,-0.232656271,-0.110157732,-0.378999218,0.090127262,0.027275232,-0.023533053,0.053722569,-1.573045695,-0.045599715,-0.108423955,-0.345382835,-0.163810079,0.110855068,-0.215655465,0.154462097,0.04519645,-0.227906027,0.026734462,-0.221892896,0.022383443,-1.057038265,-0.350369324,0.199840559,0.182180869,-0.259498111,0.282925299,0.067533726,-0.403843711,-0.012682037,0.177209587,0.110364489,-0.383148792,0.452398075,0.096513197,0.060242358,-0.351354356,-0.6232327,-0.073714513,0.160139259,-0.092228216,0.260673824,-0.333451447,0.525618399,-0.094106499,-0.290163871,0.1199548,0.08925318,0.311158681,0.112636666,0.165396844,-0.683835222,-0.367694524,-0.041950192,0.242265697,0.0943729,0.009915036,0.138403041,-0.405649126,-0.078345062,-0.211318648,-0.305663245,0.09288547,-0.11089161,0.07582675,-0.211161013,-0.100767165,0.137125903,-0.065268594,0.051723724,-0.008678713,-0.085890026,0.366925123,0.019373778,-0.188342216,0.200221143,-0.093406244,0.321185569,0.092975938,-0.066511116,-0.52099564,-0.012716225,0.324505317,0.036430249,0.170054591,-0.035784233,0.222384944,0.59170574,-0.047458339,0.128907083,-0.200789643,0.073163952,-0.01655697,-0.406619683,0.051365624,0.471310114,-0.154475192,-0.041418731,-0.115231154,0.157274162,0.178115606,-0.202902507,-0.265267229,-0.005559983,0.197905645,-0.706246614,-0.038775943,0.229438353,0.019673206,0.040752216,-0.620997345,0.139362783,-0.207304781,0.193108861,0.349895618,-0.000861612,-0.112011597,0.106039946,0.139260144,-0.03303862,-0.042208478,-0.322482421,-0.308534305,-0.251772941,-0.167934966,-0.260937178,-0.109433414,0.139953271,0.311592717,-0.271205584,-0.095622562,-0.330706423,-0.221572457,-0.002864922,0.104225584,0.126028504,-0.108375522,-0.026746581,0.333332111,0.374758119,0.112514649,0.229939033,0.28156651,-0.193182299,-0.161684031,0.162963871,0.030144124,0.000374201,0.005963517,0.058080624,-0.09445988,0.040219271,0.129650869,0.239170529,-0.210616983,-0.039574095,-0.018020273,0.188749012,-0.054122079,-0.453460568,0.197333719,0.057495546,0.136281504,-0.542588193,0.38028827,-0.191952069,0.043950521,-0.604801376,0.09391322,-0.23991921,-0.291533541,0.110511085,-0.294351449,-0.106454063,-0.03525263,-0.339028452,-0.147363217
2D,HCC1954,JQ1,2.0uM,high,24h,-0.082295523,-0.04711732,0.360922616,0.156759987,0.549480213,0.195995133,-0.146833018,0.466389955,0.757307727,0.83934206,-0.110878534,-0.365780728,0.530840513,0.204769269,-0.04351493,0.241594113,-0.116514878,0.394877651,0.275350553,0.037877757,0.066127221,-0.142320352,-0.409538573,-0.22736412,-0.03287481,-0.394684302,-0.214465346,-0.301938559,0.222839876,-0.007044626,-0.007461567,-0.383831561,0.052180294,-0.009253574,-0.091911648,-0.025260507,0.143069438,-0.027422045,-0.122899637,0.025616635,0.021485533,-0.296930014,-0.131537336,-0.427962944,-0.020970477,0.020282031,-0.056520106,-0.07763533,-1.601453914,-0.211106598,-0.10779091,-0.415038409,-0.24489758,-0.194629464,-0.121770052,0.05761391,0.063804096,0.435239088,-0.226160695,-0.190697136,-0.003432372,-1.04079798,-0.425790109,0.366947859,0.307481125,-0.232381621,0.226556707,0.064967939,-0.644923441,-0.028229054,0.270326909,0.158110329,-0.363616871,0.630157029,0.117073362,0.089229603,-0.501235098,-0.183030964,-0.015009099,0.037399848,-0.097809868,0.259586162,-0.575741813,0.917199356,-0.174981007,-0.769992291,0.084304084,0.200462079,0.340204713,0.103366961,0.275824239,-0.798756123,-0.491410005,-0.083371624,0.362468841,0.070082181,0.109940113,0.788373314,-0.003418859,-0.043475941,-0.168003079,-0.477982825,0.124747915,-0.186835602,0.152174124,0.0184665,-0.141087126,-0.01597568,-0.080130127,-0.018007865,-0.04617047,-0.106901676,0.466985525,0.00928207,-0.282026343,0.380911158,-0.111296287,0.38177314,0.275627198,-0.024427613,-0.605559084,-0.10781709,0.227813024,-0.026171266,0.140486939,-0.032021841,0.204622777,0.593021147,-0.026050083,0.129246046,-0.119760628,0.133378548,-0.061455523,-0.372051344,0.088415943,0.780952916,-0.178080493,-0.030811454,-0.051308968,0.129481232,0.254131582,-0.282878268,-0.411185544,0.029937708,0.266347861,-0.68326047,-0.089894488,0.215474133,-0.099540402,0.003801398,-0.590817326,0.404439678,-0.233258608,0.296040955,0.381175415,0.073357962,-0.133154399,0.076164044,0.125145364,-0.312933866,-0.387870003,-0.429649048,-0.63077603,-0.298452785,-0.146437884,-0.222257379,-0.138917721,0.157496126,0.541840562,-0.239356244,0.0268544,-0.14983194,-0.319542245,-0.024678046,0.1069369,-0.028881906,-0.145931187,-0.198409691,0.437134937,0.402365516,0.340892685,0.272890028,0.507561838,-0.162049416,-0.074772155,0.188510716,0.044448947,-0.066374069,0.043959057,0.038079476,-0.145623119,0.016261863,0.132951367,0.317315014,-0.523424161,0.487156257,-0.054864295,0.272263099,-0.023206077,-0.289535185,0.194149731,0.160754189,0.186206809,-0.744039726,0.501693372,-0.184844593,-0.042522353,-0.802349996,0.060250926,-0.292954189,-0.421810262,0.029696337,-0.50015436,-0.318691118,-0.178680991,-0.300239683,-0.117108343
